CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,BLKADDR,City,State,Latitude,Longitude
15091726,VANDALISM,42264,0.4375,VANDALISM,4,42287.14598,2100 SAN PABLO AVE,Berkeley,CA,37.867501,-122.291709
15054825,ROBBERY,42264,0.489583333,ROBBERY,4,42287.14598,2000 BERKELEY WAY,Berkeley,CA,37.872691,-122.270741
15054948,VEHICLE STOLEN,42264,0.4375,MOTOR VEHICLE THEFT,4,42287.14598,2400 RIDGE RD,Berkeley,CA,37.875865,-122.261747
15054793,BURGLARY RESIDENTIAL,42264,0.166666667,BURGLARY - RESIDENTIAL,4,42287.14598,2500 REGENT ST,Berkeley,CA,37.865202,-122.257795
15091722,VANDALISM,42264,0.083333333,VANDALISM,4,42287.14598,2000 EUNICE ST,Berkeley,CA,37.885381,-122.272269
15055042,VEHICLE STOLEN,42264,0.916666667,MOTOR VEHICLE THEFT,4,42287.14598,1600 CURTIS ST,Berkeley,CA,37.87553,-122.290541
15054875,ASSAULT/BATTERY MISD.,42264,0.041666667,ASSAULT,4,42287.14598,COLLEGE AVENUE & GARBER ST,Berkeley,CA,37.86066,-122.253407
15054998,VEHICLE STOLEN,42264,0.854166667,MOTOR VEHICLE THEFT,4,42287.14598,1600 EIGHTH ST,Berkeley,CA,37.874308,-122.297407
15091716,THEFT FELONY (OVER $950),42264,0.8125,LARCENY,4,42287.14598,1900 OXFORD ST,Berkeley,CA,37.873885,-122.266332
15054760,VEHICLE STOLEN,42264,0.0625,MOTOR VEHICLE THEFT,4,42287.14598,1900 NINTH ST,Berkeley,CA,37.869921,-122.294825
15055084,NARCOTICS,42264,0.729166667,DRUG VIOLATION,4,42287.14598,2525 10TH AVE,Berkeley,CA,37.860428,-122.290593
15054818,SEXUAL ASSAULT FEL.,42264,0.326388889,SEX CRIME,4,42287.14598,2400 STUART ST,Berkeley,CA,37.859539,-122.259172
15054995,VEHICLE STOLEN,42264,0.8125,MOTOR VEHICLE THEFT,4,42287.14598,2000 WOOLSEY ST,Berkeley,CA,37.852174,-122.267824
15054946,SEXUAL ASSAULT FEL.,42264,0.385416667,SEX CRIME,4,42287.14598,2000 CENTER ST,Berkeley,CA,37.869973,-122.270557
15091768,IDENTITY THEFT,42264,0.434027778,FRAUD,4,42287.14598,1500 DELAWARE ST,Berkeley,CA,37.873194,-122.2813
15055008,VEHICLE STOLEN,42264,0.998611111,MOTOR VEHICLE THEFT,4,42287.14598,1200 HOPKINS ST,Berkeley,CA,37.876428,-122.291736
15056057,VEHICLE STOLEN,42264,0.75,MOTOR VEHICLE THEFT,4,42287.14598,1200 HEARST AVE,Berkeley,CA,37.870911,-122.289684
15091759,THEFT MISD. (UNDER $950),42264,0.520833333,LARCENY,4,42287.14598,2300 COLLEGE AVE,Berkeley,CA,37.868957,-122.254552
15091723,BURGLARY AUTO,42264,0.802083333,BURGLARY - VEHICLE,4,42287.14598,HEARST AVENUE & FIFTH ST,Berkeley,CA,37.869084,-122.299245
15054914,BURGLARY AUTO,42264,0.739583333,BURGLARY - VEHICLE,4,42287.14598,400 GILMAN ST,Berkeley,CA,37.877715,-122.309618
15091719,THEFT FELONY (OVER $950),42264,0.634027778,LARCENY,4,42287.14598,2100 UNIVERSITY AVE,Berkeley,CA,37.872175,-122.267835
15054874,ASSAULT/BATTERY MISD.,42264,0.605555556,ASSAULT,4,42287.14598,1900 ALLSTON WAY,Berkeley,CA,37.868826,-122.272364
15091776,BURGLARY AUTO,42264,0.791666667,BURGLARY - VEHICLE,4,42287.14598,1200 HEARST AVE,Berkeley,CA,37.870911,-122.289684
15054781,BURGLARY AUTO,42264,0.28125,BURGLARY - VEHICLE,4,42287.14598,1800 SOLANO AVE,Berkeley,CA,37.891337,-122.279986
15091709,BURGLARY AUTO,42264,0.076388889,BURGLARY - VEHICLE,4,42287.14598,1500 MILVIA ST,Berkeley,CA,37.879921,-122.271646
15054849,BURGLARY RESIDENTIAL,42264,0.578472222,BURGLARY - RESIDENTIAL,4,42287.14598,1600 ROSE ST,Berkeley,CA,37.879709,-122.280817
15054779,DISTURBANCE,42264,0.263888889,DISORDERLY CONDUCT,4,42287.14598,2700 DWIGHT WAY,Berkeley,CA,37.865748,-122.253396
15054775,ROBBERY,42264,0.145833333,ROBBERY,4,42287.14598,100 UNIVERSITY AVE,Berkeley,CA,37.86331,-122.316113
15091764,THEFT MISD. (UNDER $950),42264,0.503472222,LARCENY,4,42287.14598,1200 FIFTH ST,Berkeley,CA,37.880753,-122.303055
15091841,THEFT MISD. (UNDER $950),42263,0.791666667,LARCENY,3,42287.146,2300 SAN PABLO AVE,Berkeley,CA,37.864384,-122.290696
15054830,THEFT FROM AUTO,42263,0.666666667,LARCENY - FROM VEHICLE,3,42287.14598,1900 HEARST AVE,Berkeley,CA,37.873327,-122.273214
15091715,THEFT FELONY (OVER $950),42263,0.291666667,LARCENY,3,42287.14598,2100 SIXTH ST,Berkeley,CA,37.866561,-122.297216
15054811,VANDALISM,42263,0.864583333,VANDALISM,3,42287.14598,2300 SHATTUCK AVE,Berkeley,CA,37.867157,-122.2678
15054725,ROBBERY,42263,0.869444444,ROBBERY,3,42287.14598,2500 HILLEGASS AVE,Berkeley,CA,37.865149,-122.256487
15091770,THEFT FELONY (OVER $950),42263,0.576388889,LARCENY,3,42287.14598,3000 BENVENUE AVE,Berkeley,CA,37.855954,-122.254022
15091727,THEFT FELONY (OVER $950),42263,0.604166667,LARCENY,3,42287.14598,2160 SHATTUCK AVE,Berkeley,CA,37.870112,-122.26797
15091710,THEFT MISD. (UNDER $950),42263,0.392361111,LARCENY,3,42287.14598,2800 ADELINE ST,Berkeley,CA,37.858116,-122.268002
15054859,VANDALISM,42263,0.833333333,VANDALISM,3,42287.14598,2400 ROOSEVELT AVE,Berkeley,CA,37.864584,-122.275705
15054723,THEFT MISD. (UNDER $950),42263,0.819444444,LARCENY,3,42287.14598,2000 OREGON ST,Berkeley,CA,37.857409,-122.268473
15054651,THEFT MISD. (UNDER $950),42263,0.589583333,LARCENY,3,42287.14598,2100 CENTER ST,Berkeley,CA,37.870295,-122.268146
15058185,BURGLARY RESIDENTIAL,42263,0.166666667,BURGLARY - RESIDENTIAL,3,42287.14598,800 SAN DIEGO RD,Berkeley,CA,37.894536,-122.272056
15054788,VEHICLE STOLEN,42263,0.708333333,MOTOR VEHICLE THEFT,3,42287.14598,1000 SIERRA ST,Berkeley,CA,37.88868,-122.280432
15054665,DISTURBANCE,42263,0.593055556,DISORDERLY CONDUCT,3,42287.14598,1900 UNIVERSITY AVE,Berkeley,CA,37.871541,-122.272737
15054643,BURGLARY AUTO,42263,0.458333333,BURGLARY - VEHICLE,3,42287.14598,1900 DELAWARE ST,Berkeley,CA,37.874237,-122.273052
15091763,BURGLARY AUTO,42263,0.958333333,BURGLARY - VEHICLE,3,42287.14598,1600 BONITA AVE,Berkeley,CA,37.877983,-122.272558
15091703,THEFT MISD. (UNDER $950),42263,0.503472222,LARCENY,3,42287.14598,2700 CHANNING WAY,Berkeley,CA,37.867491,-122.254053
15091714,THEFT MISD. (UNDER $950),42263,0.451388889,LARCENY,3,42287.14598,2900 CALIFORNIA ST,Berkeley,CA,37.855,-122.277202
15054719,THEFT MISD. (UNDER $950),42263,0.666666667,LARCENY,3,42287.14598,1800 FOURTH ST,Berkeley,CA,37.869888,-122.300618
15054634,BURGLARY RESIDENTIAL,42263,0.486111111,BURGLARY - RESIDENTIAL,3,42287.14598,3100 CLAREMONT AVE,Berkeley,CA,37.854002,-122.248587
15054661,THEFT MISD. (UNDER $950),42263,0.631944444,LARCENY,3,42287.14598,900 HEINZ AVE,Berkeley,CA,37.853552,-122.291561
15054730,BURGLARY COMMERCIAL,42263,0.8125,BURGLARY - COMMERCIAL,3,42287.14598,1000 GILMAN ST,Berkeley,CA,37.880139,-122.2975
15054706,THEFT MISD. (UNDER $950),42263,0.729166667,LARCENY,3,42287.14598,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
15091711,BURGLARY AUTO,42263,0.357638889,BURGLARY - VEHICLE,3,42287.14598,1900 DELAWARE ST,Berkeley,CA,37.874237,-122.273052
15054564,ALCOHOL OFFENSE,42263,0.138888889,LIQUOR LAW VIOLATION,3,42287.14598,CHANNING WAY & TELEGRAPH AVE,Berkeley,CA,37.866919,-122.258812
15054686,VEHICLE RECOVERED,42263,0.645833333,RECOVERED VEHICLE,3,42287.14598,1900 STUART ST,Berkeley,CA,37.857951,-122.271494
15054776,VANDALISM,42263,0.930555556,VANDALISM,3,42287.14598,2300 ACTON ST,Berkeley,CA,37.865352,-122.283771
15054657,DISTURBANCE,42263,0.59375,DISORDERLY CONDUCT,3,42287.14598,2800 TELEGRAPH AVE,Berkeley,CA,37.859309,-122.259291
15054713,BURGLARY AUTO,42263,0.729166667,BURGLARY - VEHICLE,3,42287.14598,100 SEAWALL DR,Berkeley,CA,37.863045,-122.317348
15091720,THEFT MISD. (UNDER $950),42263,0.375,LARCENY,3,42287.14598,1000 DELAWARE ST,Berkeley,CA,37.871145,-122.295222
15091708,THEFT MISD. (UNDER $950),42263,0.916666667,LARCENY,3,42287.14598,2400 NINTH ST,Berkeley,CA,37.862288,-122.292379
15054639,SUSCIRC- HOMICIDE,42263,0.550694444,SUSPICIOUS,3,42287.14598,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15055394,VEHICLE STOLEN,42263,0.979166667,MOTOR VEHICLE THEFT,3,42287.14598,2400 WARRING ST,Berkeley,CA,37.867708,-122.250801
15054714,ROBBERY,42263,0.795138889,ROBBERY,3,42287.14598,2100 CENTER ST,Berkeley,CA,37.870295,-122.268146
15054615,IDENTITY THEFT,42263,0.354166667,FRAUD,3,42287.14598,800 MENDOCINO AVE,Berkeley,CA,37.893148,-122.274809
15091724,VANDALISM,42263,0.875,VANDALISM,3,42287.14598,1100 SHATTUCK AVE,Berkeley,CA,37.887852,-122.270008
15054749,BURGLARY RESIDENTIAL,42263,0.78125,BURGLARY - RESIDENTIAL,3,42287.14598,2700 BANCROFT WAY,Berkeley,CA,37.869309,-122.25434
15054659,THEFT MISD. (UNDER $950),42263,0.583333333,LARCENY,3,42287.14598,2000 OREGON ST,Berkeley,CA,37.857409,-122.268473
15055081,DISTURBANCE,42263,0.388888889,DISORDERLY CONDUCT,3,42287.14598,BLAKE STREET & MILVIA ST,Berkeley,CA,37.862733,-122.269741
15054687,THEFT MISD. (UNDER $950),42263,0.697916667,LARCENY,3,42287.14598,1200 FIFTH ST,Berkeley,CA,37.880753,-122.303055
15091701,DISTURBANCE,42263,0.254166667,DISORDERLY CONDUCT,3,42287.14598,1700 SHATTUCK AVE,Berkeley,CA,37.876307,-122.268923
15054798,THEFT FROM AUTO,42263,0.333333333,LARCENY - FROM VEHICLE,3,42287.14598,1700 SIXTH ST,Berkeley,CA,37.871916,-122.298961
15091712,VANDALISM,42263,0.84375,VANDALISM,3,42287.14598,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15054734,VEHICLE STOLEN,42263,0.388888889,MOTOR VEHICLE THEFT,3,42287.14598,2600 BENVENUE AVE,Berkeley,CA,37.863522,-122.254992
15091707,IDENTITY THEFT,42263,0.4375,FRAUD,3,42287.14598,2200 PARKER ST,Berkeley,CA,37.862491,-122.2646
15054748,BURGLARY RESIDENTIAL,42263,0.952777778,BURGLARY - RESIDENTIAL,3,42287.14598,FULTON STREET & KITTREDGE ST,Berkeley,CA,37.868706,-122.266279
15054595,DISTURBANCE,42263,0.363194444,DISORDERLY CONDUCT,3,42287.14598,2100 CARLETON ST,Berkeley,CA,37.861265,-122.26698
15091689,BURGLARY AUTO,42262,0.020833333,BURGLARY - VEHICLE,2,42287.14598,1100 SHATTUCK AVE,Berkeley,CA,37.887852,-122.270008
15056710,FRAUD/FORGERY,42262,0.5,FRAUD,2,42287.14598,1400 WALNUT ST,Berkeley,CA,37.882199,-122.268386
15091691,VANDALISM,42262,0.260416667,VANDALISM,2,42287.14598,1444 WALNUT ST,Berkeley,CA,37.880592,-122.268207
15091693,BURGLARY AUTO,42262,0.541666667,BURGLARY - VEHICLE,2,42287.14598,1300 SIXTH ST,Berkeley,CA,37.879123,-122.301265
15054675,VEHICLE STOLEN,42262,0.833333333,MOTOR VEHICLE THEFT,2,42287.14598,1900 NINTH ST,Berkeley,CA,37.869921,-122.294825
15091702,THEFT MISD. (UNDER $950),42262,0,LARCENY,2,42287.14598,2000 HEARST AVE,Berkeley,CA,37.873639,-122.27064
15091694,BURGLARY AUTO,42262,0.572916667,BURGLARY - VEHICLE,2,42287.14598,1300 SIXTH ST,Berkeley,CA,37.879123,-122.301265
15054376,ALCOHOL OFFENSE,42262,0.092361111,LIQUOR LAW VIOLATION,2,42287.14598,DERBY STREET & SAN PABLO AVE,Berkeley,CA,37.857651,-122.288388
15054653,NARCOTICS,42262,0.647222222,DRUG VIOLATION,2,42287.14598,2900 ADELINE ST,Berkeley,CA,37.856121,-122.26876
15054577,VEHICLE STOLEN,42262,0.958333333,MOTOR VEHICLE THEFT,2,42287.14598,2300 FULTON ST,Berkeley,CA,37.867566,-122.265948
15054494,ASSAULT/BATTERY MISD.,42262,0.729166667,ASSAULT,2,42287.14598,HEARST AVENUE & CALIFORNIA ST,Berkeley,CA,37.872415,-122.280002
15054510,ROBBERY,42262,0.809722222,ROBBERY,2,42287.14598,ATHERTON STREET & HASTE ST,Berkeley,CA,37.86529,-122.264364
15091699,BURGLARY AUTO,42262,0.052083333,BURGLARY - VEHICLE,2,42287.14598,2000 BERKELEY WAY,Berkeley,CA,37.872691,-122.270741
15054476,BURGLARY AUTO,42262,0.263888889,BURGLARY - VEHICLE,2,42287.14598,400 GILMAN ST,Berkeley,CA,37.877715,-122.309618
15091756,IDENTITY THEFT,42262,0.375,FRAUD,2,42287.14598,1900 BONITA AVE,Berkeley,CA,37.873454,-122.27209
15054609,VEHICLE STOLEN,42262,0.875,MOTOR VEHICLE THEFT,2,42287.14598,2200 VIRGINIA ST,Berkeley,CA,37.876881,-122.266666
15054729,DISTURBANCE,42262,0.708333333,DISORDERLY CONDUCT,2,42287.14598,3200 CALIFORNIA ST,Berkeley,CA,37.84971,-122.276139
15054461,THEFT MISD. (UNDER $950),42262,0.618055556,LARCENY,2,42287.14598,2200 SACRAMENTO ST,Berkeley,CA,37.867212,-122.281739
15091695,BURGLARY AUTO,42262,0.541666667,BURGLARY - VEHICLE,2,42287.14598,1300 SIXTH ST,Berkeley,CA,37.879123,-122.301265
15054413,THEFT MISD. (UNDER $950),42262,0.438888889,LARCENY,2,42287.14598,DANA STREET & PARKER ST,Berkeley,CA,37.863072,-122.260352
15054626,DISTURBANCE,42262,0.604166667,DISORDERLY CONDUCT,2,42287.14598,2200 BLAKE ST,Berkeley,CA,37.863353,-122.265053
15054422,BURGLARY COMMERCIAL,42262,0.438888889,BURGLARY - COMMERCIAL,2,42287.14598,2800 ADELINE ST,Berkeley,CA,37.858116,-122.268002
15054623,DISTURBANCE,42262,0.254166667,DISORDERLY CONDUCT,2,42287.14598,1700 SHATTUCK AVE,Berkeley,CA,37.876307,-122.268923
15054417,THEFT MISD. (UNDER $950),42262,0.422222222,LARCENY,2,42287.14598,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15054437,BURGLARY RESIDENTIAL,42262,0.041666667,BURGLARY - RESIDENTIAL,2,42287.14598,2300 DURANT AVE,Berkeley,CA,37.867256,-122.263262
15054289,BURGLARY RESIDENTIAL,42261,0.3125,BURGLARY - RESIDENTIAL,1,42287.14598,1400 EDITH ST,Berkeley,CA,37.880787,-122.277865
15091680,THEFT FELONY (OVER $950),42261,0,LARCENY,1,42287.14598,1300 CHANNING WAY,Berkeley,CA,37.863403,-122.286013
15054439,THEFT MISD. (UNDER $950),42261,0.75,LARCENY,1,42287.14598,2100 HASTE ST,Berkeley,CA,37.864908,-122.267289
15055173,FRAUD/FORGERY,42261,0.416666667,FRAUD,1,42287.14598,2300 HEARST AVE,Berkeley,CA,37.874537,-122.263862
15054680,VEHICLE STOLEN,42261,0.625,MOTOR VEHICLE THEFT,1,42287.14598,LE CONTE AVENUE & SCENIC AVE,Berkeley,CA,37.876251,-122.262453
15091792,BURGLARY AUTO,42261,0,BURGLARY - VEHICLE,1,42287.14598,2300 DWIGHT WAY,Berkeley,CA,37.864535,-122.262993
15091735,THEFT MISD. (UNDER $950),42261,0.5,LARCENY,1,42287.14598,1700 SACRAMENTO ST,Berkeley,CA,37.874844,-122.282552
15091775,BURGLARY AUTO,42261,0.802083333,BURGLARY - VEHICLE,1,42287.14598,1500 SHATTUCK AVE,Berkeley,CA,37.880227,-122.26936
15091732,BURGLARY AUTO,42261,0.399305556,BURGLARY - VEHICLE,1,42287.14598,1900 DELAWARE ST,Berkeley,CA,37.874237,-122.273052
15054287,THEFT MISD. (UNDER $950),42261,0.548611111,LARCENY,1,42287.14598,2800 TELEGRAPH AVE,Berkeley,CA,37.859309,-122.259291
15056385,THEFT FROM AUTO,42261,0.791666667,LARCENY - FROM VEHICLE,1,42287.14598,1800 DELAWARE ST,Berkeley,CA,37.873942,-122.275579
15054293,VANDALISM,42261,0.333333333,VANDALISM,1,42287.14598,1900 HEARST AVE,Berkeley,CA,37.873327,-122.273214
15054384,BURGLARY AUTO,42261,0.78125,BURGLARY - VEHICLE,1,42287.14598,1900 BERKELEY WAY,Berkeley,CA,37.87247,-122.273021
15054432,BURGLARY AUTO,42261,0.875,BURGLARY - VEHICLE,1,42287.14598,800 DWIGHT WAY,Berkeley,CA,37.859888,-122.295585
15054672,BURGLARY AUTO,42261,0.75,BURGLARY - VEHICLE,1,42287.14598,1800 SIXTH ST,Berkeley,CA,37.870255,-122.298419
15054525,BURGLARY RESIDENTIAL,42261,0.8125,BURGLARY - RESIDENTIAL,1,42287.14598,1000 OXFORD ST,Berkeley,CA,37.890716,-122.268299
15054234,BURGLARY RESIDENTIAL,42261,0.395833333,BURGLARY - RESIDENTIAL,1,42287.14598,400 VERMONT AVE,Berkeley,CA,37.903316,-122.275213
15091802,DISTURBANCE,42261,0.315972222,DISORDERLY CONDUCT,1,42287.14598,2400 ASHBY AVE,Berkeley,CA,37.856111,-122.260248
15054253,BURGLARY AUTO,42261,0.416666667,BURGLARY - VEHICLE,1,42287.14598,500 WILDCAT CANYON RD,Berkeley,CA,37.903887,-122.268581
15054286,THEFT MISD. (UNDER $950),42261,0.683333333,LARCENY,1,42287.14598,2500 SHATTUCK AVE,Berkeley,CA,37.863792,-122.26741
15091737,THEFT FELONY (OVER $950),42261,0.767361111,LARCENY,1,42287.14598,,Berkeley,CA,37.869058,-122.270455
15054449,VEHICLE STOLEN,42261,0.958333333,MOTOR VEHICLE THEFT,1,42287.14598,2700 ELLSWORTH ST,Berkeley,CA,37.86097,-122.262273
15054198,ARSON,42261,0.111111111,ARSON,1,42287.14598,1000 UNIVERSITY AVE,Berkeley,CA,37.868636,-122.294175
15091688,BURGLARY AUTO,42261,0.854166667,BURGLARY - VEHICLE,1,42287.14598,1800 EUCLID AVE,Berkeley,CA,37.876045,-122.260336
15091690,THEFT MISD. (UNDER $950),42261,0.572916667,LARCENY,1,42287.14598,2100 SACRAMENTO ST,Berkeley,CA,37.869423,-122.281951
15054307,ROBBERY,42261,0.759027778,ROBBERY,1,42287.14598,2600 SAN PABLO AVE,Berkeley,CA,37.859184,-122.289022
15054385,BURGLARY RESIDENTIAL,42261,0.791666667,BURGLARY - RESIDENTIAL,1,42287.14598,2400 CALIFORNIA ST,Berkeley,CA,37.864301,-122.279118
15054374,VEHICLE STOLEN,42261,0.791666667,MOTOR VEHICLE THEFT,1,42287.14598,2400 BLAKE ST,Berkeley,CA,37.863963,-122.260546
15056092,FRAUD/FORGERY,42261,0.399305556,FRAUD,1,42287.14598,2400 HILGARD AVE,Berkeley,CA,37.878377,-122.262873
15054434,THEFT MISD. (UNDER $950),42261,0.7875,LARCENY,1,42287.14598,2900 COLLEGE AVE,Berkeley,CA,37.858483,-122.253191
15091687,THEFT FELONY (OVER $950),42261,0.736111111,LARCENY,1,42287.14598,2300 GRANT ST,Berkeley,CA,37.866513,-122.27474
15054094,BURGLARY AUTO,42260,0.607638889,BURGLARY - VEHICLE,0,42287.14598,2700 COLLEGE AVE,Berkeley,CA,37.861645,-122.253508
15054043,FRAUD/FORGERY,42260,0.381944444,FRAUD,0,42287.14598,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
15054484,VEHICLE STOLEN,42260,0.902083333,MOTOR VEHICLE THEFT,0,42287.14598,1400 OXFORD ST,Berkeley,CA,37.882135,-122.267239
15053984,2ND RESPONSE,42260,0.0125,NOISE VIOLATION,0,42287.14598,2300 PROSPECT ST,Berkeley,CA,37.869332,-122.25019
15054107,THEFT FROM AUTO,42260,0.71875,LARCENY - FROM VEHICLE,0,42287.14598,1400 TENTH ST,Berkeley,CA,37.878371,-122.296373
15056460,IDENTITY THEFT,42260,0.25,FRAUD,0,42287.14598,2300 PARKER ST,Berkeley,CA,37.862763,-122.262639
15091684,THEFT MISD. (UNDER $950),42260,0.038194444,LARCENY,0,42287.14598,1200 ORDWAY ST,Berkeley,CA,37.881602,-122.286332
15054208,BURGLARY AUTO,42260,0.708333333,BURGLARY - VEHICLE,0,42287.14598,1900 DWIGHT WAY,Berkeley,CA,37.863353,-122.272097
15054276,THEFT FROM PERSON,42260,0.614583333,LARCENY,0,42287.14598,2800 SHATTUCK AVE,Berkeley,CA,37.858525,-122.266906
15054338,THEFT MISD. (UNDER $950),42260,0.875,LARCENY,0,42287.14598,BERKELEY WAY & WALNUT ST,Berkeley,CA,37.873252,-122.267047
15091697,THEFT MISD. (UNDER $950),42260,0.958333333,LARCENY,0,42287.14598,2000 ADDISON ST,Berkeley,CA,37.870867,-122.270635
15054173,DOMESTIC VIOLENCE,42260,0.947916667,FAMILY OFFENSE,0,42287.14598,3200 CALIFORNIA ST,Berkeley,CA,37.84971,-122.276139
15091686,THEFT MISD. (UNDER $950),42260,0.065972222,LARCENY,0,42287.14598,2900 HILLEGASS AVE,Berkeley,CA,37.858165,-122.255687
15054250,THEFT FELONY (OVER $950),42260,0.5,LARCENY,0,42287.14598,200 UNIVERSITY AVE,Berkeley,CA,37.865511,-122.309965
15054129,THEFT MISD. (UNDER $950),42260,0.776388889,LARCENY,0,42287.14598,2300 TELEGRAPH AVE,Berkeley,CA,37.868714,-122.259189
15054229,BURGLARY RESIDENTIAL,42260,0.875,BURGLARY - RESIDENTIAL,0,42287.14598,2100 ASHBY AVE,Berkeley,CA,37.855267,-122.266696
15054106,BRANDISHING,42260,0.715277778,WEAPONS OFFENSE,0,42287.14598,2400 SHATTUCK AVE,Berkeley,CA,37.865772,-122.267643
15054120,ASSAULT/BATTERY MISD.,42260,0.798611111,ASSAULT,0,42287.14598,TELEGRAPH AVENUE & DWIGHT WAY,Berkeley,CA,37.865121,-122.258455
15091706,VANDALISM,42260,0.576388889,VANDALISM,0,42287.14598,2700 TELEGRAPH AVE,Berkeley,CA,37.861387,-122.259001
15053988,2ND RESPONSE,42260,0.011111111,NOISE VIOLATION,0,42287.14598,2700 HASTE ST,Berkeley,CA,37.866568,-122.254084
15054098,VEHICLE STOLEN,42260,0.510416667,MOTOR VEHICLE THEFT,0,42287.14598,2100 CHANNING WAY,Berkeley,CA,37.865826,-122.267244
15054024,BURGLARY COMMERCIAL,42260,0.186111111,BURGLARY - COMMERCIAL,0,42287.14598,2100 VINE ST,Berkeley,CA,37.880266,-122.269032
15054540,THEFT MISD. (UNDER $950),42260,0.333333333,LARCENY,0,42287.14598,2900 RUSSELL ST,Berkeley,CA,37.858783,-122.248189
15054212,VEHICLE STOLEN,42260,0.770833333,MOTOR VEHICLE THEFT,0,42287.14598,2900 MABEL ST,Berkeley,CA,37.853959,-122.284067
15091692,VANDALISM,42260,0.916666667,VANDALISM,0,42287.14598,1900 HASTE ST,Berkeley,CA,37.864258,-122.272202
15054065,DOMESTIC VIOLENCE,42260,0.539583333,FAMILY OFFENSE,0,42287.14598,1900 SAN PABLO AVE,Berkeley,CA,37.870204,-122.292581
15091679,THEFT MISD. (UNDER $950),42259,0.947916667,LARCENY,6,42287.14598,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
15053739,ALCOHOL OFFENSE,42259,0.020833333,LIQUOR LAW VIOLATION,6,42287.14598,1100 ADDISON ST,Berkeley,CA,37.868161,-122.291751
15053933,NARCOTICS,42259,0.879166667,DRUG VIOLATION,6,42287.14598,POTTER STREET & BAY ST,Berkeley,CA,37.850424,-122.296031
15053860,DISTURBANCE,42259,0.496527778,DISORDERLY CONDUCT,6,42287.14598,1300 RUSSELL ST,Berkeley,CA,37.854116,-122.284114
15053744,ALCOHOL OFFENSE,42259,0.032638889,LIQUOR LAW VIOLATION,6,42287.14598,SACRAMENTO STREET & TYLER ST,Berkeley,CA,37.852402,-122.278728
15053752,ALCOHOL OFFENSE,42259,0.05625,LIQUOR LAW VIOLATION,6,42287.14598,DURANT AVENUE & TELEGRAPH AVE,Berkeley,CA,37.867816,-122.258994
15053867,BURGLARY RESIDENTIAL,42259,0.0625,BURGLARY - RESIDENTIAL,6,42287.14598,2500 DWIGHT WAY,Berkeley,CA,37.865121,-122.258455
15054531,THEFT MISD. (UNDER $950),42259,0.708333333,LARCENY,6,42287.14598,2400 PROSPECT ST,Berkeley,CA,37.867717,-122.249901
15054088,THEFT MISD. (UNDER $950),42259,0.6875,LARCENY,6,42287.14598,2400 ASHBY AVE,Berkeley,CA,37.856111,-122.260248
15053959,2ND RESPONSE,42259,0.941666667,NOISE VIOLATION,6,42287.14598,2300 PROSPECT ST,Berkeley,CA,37.869332,-122.25019
15053965,2ND RESPONSE,42259,0.946527778,NOISE VIOLATION,6,42287.14598,2400 STUART ST,Berkeley,CA,37.859539,-122.259172
15091677,THEFT FELONY (OVER $950),42259,0.576388889,LARCENY,6,42287.14598,2300 RUSSELL ST,Berkeley,CA,37.857387,-122.261536
15053807,VEHICLE STOLEN,42259,0.104166667,MOTOR VEHICLE THEFT,6,42287.14598,1174 CRAGMONT,Berkeley,CA,37.888771,-122.257381
15053875,BURGLARY AUTO,42259,0.583333333,BURGLARY - VEHICLE,6,42287.14598,100 SEAWALL DR,Berkeley,CA,37.863045,-122.317348
15054040,BURGLARY AUTO,42259,0.416666667,BURGLARY - VEHICLE,6,42287.14598,2900 CLAREMONT BLVD,Berkeley,CA,37.860605,-122.247246
15091678,THEFT MISD. (UNDER $950),42259,0.875,LARCENY,6,42287.14598,1100 CRAGMONT AVE,Berkeley,CA,37.890295,-122.260799
15053826,VEHICLE STOLEN,42259,0.020833333,MOTOR VEHICLE THEFT,6,42287.14598,1400 GRIZZLY PEAK BLVD,Berkeley,CA,37.884899,-122.248467
15053838,DISTURBANCE,42259,0.513888889,DISORDERLY CONDUCT,6,42287.14598,SAN PABLO AVENUE & HASKELL ST,Berkeley,CA,37.850532,-122.286089
15091682,THEFT MISD. (UNDER $950),42259,0.875,LARCENY,6,42287.14598,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
15054213,BURGLARY COMMERCIAL,42259,0.708333333,BURGLARY - COMMERCIAL,6,42287.14598,600 PAGE ST,Berkeley,CA,37.875308,-122.30592
15053909,THEFT MISD. (UNDER $950),42259,0.807638889,LARCENY,6,42287.14598,2300 SAN PABLO AVE,Berkeley,CA,37.864384,-122.290696
15053975,2ND RESPONSE,42259,0.997916667,NOISE VIOLATION,6,42287.14598,2300 FULTON ST,Berkeley,CA,37.867566,-122.265948
15091673,THEFT MISD. (UNDER $950),42259,0,LARCENY,6,42287.14598,2400 HILGARD AVE,Berkeley,CA,37.878377,-122.262873
