Time	Category	Latitude	Longitude
0.625	BURGLARY - COMMERCIAL	37.874094	-122.299649
0.020833333	LARCENY	37.870454	-122.252587
0.177083333	BURGLARY - VEHICLE	37.862169	-122.267084
0.229166667	MOTOR VEHICLE THEFT	37.881142	-122.30191
0.559027778	LARCENY	37.851202	-122.28913
0.958333333	NOISE VIOLATION	37.870454	-122.252587
0.541666667	BURGLARY - RESIDENTIAL	37.867653	-122.252008
0.000694444	LARCENY	37.865772	-122.267643
0.333333333	LARCENY	37.864826	-122.260719
0.541666667	VANDALISM	37.884593	-122.254566
0.527777778	LARCENY	37.853552	-122.291561
0.458333333	FRAUD	37.857694	-122.281628
0.416666667	LARCENY	37.858483	-122.253191
0.736111111	LARCENY	37.858673	-122.273366
0.502777778	LARCENY	37.871167	-122.268285
0.683333333	DISORDERLY CONDUCT	37.881003	-122.293212
0.977777778	LIQUOR LAW VIOLATION	37.861656	-122.267158
0.083333333	BURGLARY - RESIDENTIAL	37.867566	-122.265948
0.318055556	BURGLARY - VEHICLE	37.871306	-122.301072
0.354166667	BURGLARY - RESIDENTIAL	37.855632	-122.256606
0.436111111	FAMILY OFFENSE	37.869751	-122.287511
0.444444444	LARCENY	37.851039	-122.252448
0.793055556	DRUG VIOLATION	37.865535	-122.255235
0.854166667	LARCENY - FROM VEHICLE	37.858047	-122.245306
0.041666667	BURGLARY - COMMERCIAL	37.869384	-122.28953
0.916666667	LARCENY	37.868667	-122.313656
0.125	LARCENY	37.88878	-122.267659
0.875	DISORDERLY CONDUCT	37.86693	-122.295042
0.833333333	LARCENY	37.878371	-122.296373
0.833333333	MOTOR VEHICLE THEFT	37.8871	-122.251321
0.333333333	BURGLARY - RESIDENTIAL	37.865439	-122.295736
0.3125	ROBBERY	37.853665	-122.252715
0.001388889	NOISE VIOLATION	37.862927	-122.258784
0.659027778	WEAPONS OFFENSE	37.876897	-122.28868
0.0625	VANDALISM	37.897187	-122.272541
0.923611111	ROBBERY	37.866067	-122.248411
0.652777778	VANDALISM	37.86939	-122.267883
0.833333333	LARCENY	37.868706	-122.266279
0.713194444	LARCENY	37.851339	-122.286349
0.4375	BURGLARY - VEHICLE	37.852092	-122.292093
0.447916667	LARCENY	37.871167	-122.268285
0.25	VANDALISM	37.851263	-122.252477
0.910416667	DRUG VIOLATION	37.870396	-122.281585
0.919444444	DISORDERLY CONDUCT	37.871246	-122.274991
0.517361111	LARCENY	37.867566	-122.265948
0.833333333	BURGLARY - RESIDENTIAL	37.867511	-122.251949
0.796527778	BURGLARY - RESIDENTIAL	37.863598	-122.253693
0.833333333	MISSING PERSON	37.881003	-122.293212
0.15625	DISORDERLY CONDUCT	37.867852	-122.258699
0.416666667	MOTOR VEHICLE THEFT	37.873908	-122.290025
0.854166667	LARCENY	37.863598	-122.253693
0.450694444	LARCENY	37.853552	-122.291561
0.597222222	LARCENY	37.853216	-122.281082
0.777777778	BURGLARY - VEHICLE	37.857387	-122.261536
0.715277778	BURGLARY - VEHICLE	37.877715	-122.309618
0.59375	BURGLARY - VEHICLE	37.869363	-122.268028
0.8125	MOTOR VEHICLE THEFT	37.875339	-122.258289
0.375	BURGLARY - RESIDENTIAL	37.854272	-122.268418
0.805555556	MOTOR VEHICLE THEFT	37.869384	-122.28953
0.430555556	LARCENY	37.869363	-122.268028
0.715277778	LARCENY	37.854002	-122.248587
0.510416667	LARCENY	37.850399	-122.270893
0.364583333	LARCENY	37.872175	-122.267835
0.926388889	WEAPONS OFFENSE	37.853861	-122.26598
0.395833333	BURGLARY - VEHICLE	37.872904	-122.301586
0.461805556	LARCENY	37.853723	-122.259975
0.604166667	LARCENY	37.858902	-122.277972
0.630555556	ASSAULT	37.85177	-122.276489
0.784722222	WEAPONS OFFENSE	37.863045	-122.317348
0.420138889	FRAUD	37.860225	-122.269453
0.952083333	LIQUOR LAW VIOLATION	37.857452	-122.259548
0.65625	BURGLARY - VEHICLE	37.891383	-122.279259
0.067361111	ROBBERY	37.865141	-122.265441
0.791666667	LARCENY	37.8549	-122.27945
0.6875	LARCENY	37.870867	-122.270635
0.3125	BURGLARY - VEHICLE	37.880227	-122.26936
0.625	ASSAULT	37.854286	-122.271015
0.340277778	VANDALISM	37.880227	-122.26936
0.403472222	MOTOR VEHICLE THEFT	37.870287	-122.316238
0.890972222	DRUG VIOLATION	37.868997	-122.256886
0.952083333	DRUG VIOLATION	37.856181	-122.25973
0.541666667	VANDALISM	37.872691	-122.270741
0.159027778	LARCENY	37.85491	-122.268666
0	ASSAULT	37.866831	-122.251664
0.833333333	MOTOR VEHICLE THEFT	37.888072	-122.272344
0.78125	WEAPONS OFFENSE	37.868512	-122.26781
0.166666667	LARCENY	37.872691	-122.270741
0.690972222	ROBBERY	37.869751	-122.287511
0.927777778	LARCENY	37.859988	-122.253339
0.625	LARCENY - FROM VEHICLE	37.885776	-122.267671
0.061111111	ROBBERY	37.856181	-122.25973
0.791666667	MOTOR VEHICLE THEFT	37.872992	-122.295801
0.958333333	LARCENY	37.866426	-122.276847
0.625	VANDALISM	37.854747	-122.280361
0.402083333	DRUG VIOLATION	37.868893	-122.286229
0.416666667	MOTOR VEHICLE THEFT	37.875556	-122.291439
0.729166667	LARCENY	37.871167	-122.268285
0.921527778	DISORDERLY CONDUCT	37.848812	-122.278043
0.416666667	MISSING PERSON	37.848152	-122.275807
0.465972222	FRAUD	37.854101	-122.25106
0.763888889	LARCENY	37.865772	-122.267643
0.732638889	LARCENY	37.868714	-122.259189
0.916666667	VANDALISM	37.856755	-122.255248
0.6875	BURGLARY - COMMERCIAL	37.867332	-122.269909
0.5	LARCENY	37.851648	-122.28922
0.480555556	FRAUD	37.866265	-122.278162
0.057638889	LARCENY	37.873351	-122.280107
0.552083333	LARCENY - FROM VEHICLE	37.857787	-122.257013
0.395833333	BURGLARY - VEHICLE	37.871484	-122.300026
0.625	LARCENY	37.880266	-122.269032
0.792361111	WEAPONS OFFENSE	37.861944	-122.294607
0.875	SEX CRIME	37.851477	-122.278651
0.547222222	VANDALISM	37.868161	-122.256337
0.979166667	FAMILY OFFENSE	37.848152	-122.275807
0.701388889	MOTOR VEHICLE THEFT	37.877315	-122.277082
0.739583333	ASSAULT	37.866393	-122.29119
0.947916667	LARCENY	37.868714	-122.259189
0.5	VANDALISM	37.865141	-122.265441
0.5	BURGLARY - VEHICLE	37.867852	-122.258699
0.576388889	MOTOR VEHICLE THEFT	37.866253	-122.299483
0.915972222	ARSON	37.870562	-122.314503
0.708333333	LARCENY	37.8686	-122.289385
0.520833333	BURGLARY - RESIDENTIAL	37.872166	-122.275372
0.5	MISSING PERSON	37.859006	-122.277874
0.041666667	VANDALISM	37.854926	-122.257624
0.708333333	ROBBERY	37.851648	-122.28922
0.5	BURGLARY - VEHICLE	37.864908	-122.267289
0.5	BURGLARY - RESIDENTIAL	37.892524	-122.256323
0.760416667	LARCENY	37.868366	-122.295508
0.850694444	LARCENY	37.871167	-122.268285
0.701388889	BURGLARY - VEHICLE	37.884513	-122.26275
0.638888889	BURGLARY - VEHICLE	37.865511	-122.309965
0.781944444	LARCENY	37.864827	-122.258577
0.156944444	VANDALISM	37.86316	-122.26655
0.805555556	VANDALISM	37.89345	-122.272145
0.041666667	FAMILY OFFENSE	37.875865	-122.261747
0.5	BURGLARY - VEHICLE	37.867157	-122.2678
0.761111111	ROBBERY	37.85492	-122.279323
0.017361111	BURGLARY - VEHICLE	37.856595	-122.275064
0.822916667	LARCENY	37.871541	-122.272737
0.067361111	NOISE VIOLATION	37.86097	-122.262273
0.070138889	SEX CRIME	37.861795	-122.253525
0.583333333	LARCENY	37.857409	-122.268473
0.041666667	LARCENY	37.872166	-122.275372
0.5	BURGLARY - RESIDENTIAL	37.873865	-122.300777
0.395138889	FRAUD	37.868204	-122.270054
0.8125	LARCENY	37.867581	-122.267861
0.8875	DISORDERLY CONDUCT	37.858518	-122.288665
0.211111111	BURGLARY - COMMERCIAL	37.870396	-122.281585
0.375	VANDALISM	37.873941	-122.289763
0.895833333	LARCENY	37.869652	-122.265882
0.958333333	MOTOR VEHICLE THEFT	37.878915	-122.303521
0.767361111	LARCENY	37.868124	-122.263857
0.833333333	BURGLARY - VEHICLE	37.880139	-122.2975
0.895833333	MOTOR VEHICLE THEFT	37.869058	-122.270455
0.732638889	DISORDERLY CONDUCT	37.849609	-122.282
0.75	VANDALISM	37.859184	-122.289022
0.208333333	ARSON	37.88024	-122.306387
0.167361111	DRUG VIOLATION	37.865264	-122.29679
0	BURGLARY - RESIDENTIAL	37.874351	-122.272197
0.5	FAMILY OFFENSE	37.856111	-122.260248
0.510416667	LARCENY	37.859988	-122.253339
0.005555556	NOISE VIOLATION	37.867491	-122.254053
0.850694444	DISORDERLY CONDUCT	37.873222	-122.293549
0.395138889	LARCENY	37.868204	-122.270054
0.666666667	LARCENY	37.864144	-122.280257
0.354166667	FAMILY OFFENSE	37.874797	-122.296176
0.354166667	BURGLARY - RESIDENTIAL	37.894233	-122.260551
0.833333333	BURGLARY - VEHICLE	37.865535	-122.255235
0.003472222	LARCENY	37.869186	-122.283943
0.916666667	MOTOR VEHICLE THEFT	37.888053	-122.253497
0.411111111	LARCENY	37.867511	-122.251949
0.626388889	BURGLARY - VEHICLE	37.868103	-122.25672
0	KIDNAPPING	37.873687	-122.268616
0.894444444	ROBBERY	37.853576	-122.287202
0.583333333	FAMILY OFFENSE	37.847908	-122.277685
0.166666667	BURGLARY - VEHICLE	37.863353	-122.265053
0.4	DRUG VIOLATION	37.868512	-122.26781
0.791666667	SEX CRIME	37.868574	-122.270415
0.888888889	LARCENY	37.869186	-122.283943
0.333333333	ARSON	37.851944	-122.28349
0.5	LARCENY - FROM VEHICLE	37.857993	-122.263965
0.833333333	MOTOR VEHICLE THEFT	37.890705	-122.267186
0.451388889	FAMILY OFFENSE	37.860686	-122.278337
0.120138889	BURGLARY - COMMERCIAL	37.882071	-122.281161
0.375	FRAUD	37.872992	-122.295801
0.895833333	LARCENY	37.871822	-122.270562
0.333333333	LARCENY	37.874182	-122.265937
0.724305556	ROBBERY	37.853665	-122.252715
0.708333333	LARCENY	37.899278	-122.283222
0.5	FRAUD	37.866037	-122.265618
0.378472222	BURGLARY - VEHICLE	37.877829	-122.298557
0.322916667	BURGLARY - VEHICLE	37.8667	-122.267614
0.520833333	FAMILY OFFENSE	37.876181	-122.301605
0.53125	LARCENY	37.864238	-122.265263
0.847222222	DRUG VIOLATION	37.878274	-122.297556
0.625	FRAUD	37.891095	-122.284247
0.947222222	NOISE VIOLATION	37.869309	-122.25434
0.836805556	LARCENY	37.8549	-122.27945
0.976388889	NOISE VIOLATION	37.867482	-122.254253
0.038194444	BURGLARY - VEHICLE	37.863353	-122.265053
0.333333333	MOTOR VEHICLE THEFT	37.868119	-122.263888
0.96875	BURGLARY - VEHICLE	37.872166	-122.275372
0.531944444	BURGLARY - VEHICLE	37.871306	-122.301072
0.584027778	BURGLARY - VEHICLE	37.868957	-122.254552
0.279166667	DRUG VIOLATION	37.863959	-122.267432
0.438194444	LARCENY	37.857409	-122.268473
0.114583333	LARCENY	37.880636	-122.264757
0.763888889	BURGLARY - COMMERCIAL	37.869888	-122.300618
0.4375	BURGLARY - RESIDENTIAL	37.855992	-122.261128
0.916666667	BURGLARY - VEHICLE	37.869363	-122.268028
0.9375	VANDALISM	37.869041	-122.292204
0.852777778	LIQUOR LAW VIOLATION	37.869363	-122.268028
0.479166667	LARCENY	37.880227	-122.26936
0.75	LARCENY - FROM VEHICLE	37.880139	-122.2975
0.614583333	ASSAULT	37.869363	-122.268028
0.493055556	LARCENY	37.875189	-122.294176
0.690972222	FRAUD	37.879622	-122.257693
0.9375	LIQUOR LAW VIOLATION	37.866999	-122.286016
0.70625	ASSAULT	37.847838	-122.275741
0.847222222	LARCENY	37.867491	-122.254053
0.714583333	LARCENY	37.864827	-122.258577
0.447916667	LARCENY	37.855026	-122.266475
0.354166667	BURGLARY - RESIDENTIAL	37.862494	-122.278695
0.041666667	VANDALISM	37.873687	-122.268616
0.385416667	ASSAULT	37.869067	-122.292043
0.503472222	FRAUD	37.890928	-122.287251
0.416666667	FRAUD	37.881227	-122.29097
0.015972222	ROBBERY	37.869384	-122.28953
0.920138889	LARCENY	37.863659	-122.290307
0.465972222	FRAUD	37.860823	-122.250887
0.657638889	FRAUD	37.885838	-122.272506
0.579166667	DISORDERLY CONDUCT	37.851928	-122.274017
0.593055556	VANDALISM	37.850532	-122.286089
0.968055556	DISORDERLY CONDUCT	37.864535	-122.262993
0.523611111	DISORDERLY CONDUCT	37.86695	-122.286984
0.50625	SEX CRIME	37.873885	-122.266332
0.354166667	BURGLARY - VEHICLE	37.880227	-122.26936
0.288194444	BURGLARY - VEHICLE	37.879318	-122.297876
0.009722222	DRUG VIOLATION	37.862624	-122.300594
0.041666667	LARCENY	37.883777	-122.249766
0.518055556	ASSAULT	37.850532	-122.286089
0.875	LARCENY - FROM VEHICLE	37.858902	-122.277972
0.290277778	BURGLARY - VEHICLE	37.883918	-122.296982
0.600694444	BURGLARY - RESIDENTIAL	37.867906	-122.279428
0.982638889	NOISE VIOLATION	37.891903	-122.27408
0.375	FRAUD	37.901397	-122.276616
0.25	LARCENY	37.868893	-122.286229
0.800694444	LARCENY	37.868714	-122.259189
0.375	BURGLARY - VEHICLE	37.869057	-122.270463
0.350694444	BURGLARY - VEHICLE	37.880227	-122.26936
0.729166667	BURGLARY - VEHICLE	37.880229	-122.295798
0.381944444	BURGLARY - VEHICLE	37.872545	-122.298043
0.000694444	LARCENY - FROM VEHICLE	37.883202	-122.251978
0.916666667	VANDALISM	37.883777	-122.249766
0.833333333	LARCENY - FROM VEHICLE	37.881602	-122.286332
0.645833333	FRAUD	37.868663	-122.301325
0.291666667	BURGLARY - RESIDENTIAL	37.864238	-122.265263
0.000694444	NOISE VIOLATION	37.867482	-122.254253
0.291666667	LARCENY	37.874251	-122.280203
0.369444444	DISORDERLY CONDUCT	37.889919	-122.261744
0.836805556	LARCENY	37.878756	-122.266534
0	VANDALISM	37.879218	-122.290834
0.770833333	BURGLARY - VEHICLE	37.863045	-122.317348
0.75	LARCENY	37.864908	-122.267289
0.708333333	BURGLARY - VEHICLE	37.863045	-122.317348
0.517361111	LARCENY	37.874182	-122.265937
0	SEX CRIME	37.862516	-122.27853
0.5	LARCENY - FROM VEHICLE	37.870204	-122.292581
0.041666667	LARCENY	37.864443	-122.298895
0.770833333	DISORDERLY CONDUCT	37.869309	-122.25434
0.822916667	LARCENY	37.858483	-122.253191
0.541666667	LARCENY	37.867482	-122.254253
0.604166667	LARCENY	37.88177	-122.271663
0.479166667	BURGLARY - RESIDENTIAL	37.866037	-122.265618
0.583333333	MOTOR VEHICLE THEFT	37.863792	-122.26741
0.368055556	ROBBERY	37.862927	-122.258784
0.416666667	BURGLARY - RESIDENTIAL	37.857216	-122.277614
0.173611111	LARCENY	37.865772	-122.267643
0.604166667	LARCENY	37.871901	-122.268389
0.625	LARCENY	37.869057	-122.270463
0.40625	BURGLARY - RESIDENTIAL	37.869058	-122.270455
0.85625	ASSAULT	37.869973	-122.270557
0.541666667	LARCENY - FROM VEHICLE	37.878662	-122.302327
0.051388889	BURGLARY - COMMERCIAL	37.849411	-122.278169
0.041666667	FRAUD	37.868204	-122.270054
0.221527778	BURGLARY - COMMERCIAL	37.861645	-122.253508
0.854166667	BURGLARY - VEHICLE	37.874979	-122.29528
0.084027778	DRUG VIOLATION	37.866472	-122.298403
0.489583333	BURGLARY - RESIDENTIAL	37.859918	-122.254574
0.339583333	FRAUD	37.868636	-122.294175
0.027777778	LARCENY	37.850399	-122.270893
0.5	LARCENY	37.88362	-122.269734
0.444444444	ASSAULT	37.868714	-122.259189
0.600694444	VANDALISM	37.895364	-122.258637
0.041666667	VANDALISM	37.892524	-122.256323
0.666666667	LARCENY	37.863368	-122.296922
0.739583333	BURGLARY - VEHICLE	37.866253	-122.299483
0.000694444	LARCENY - FROM VEHICLE	37.859412	-122.281871
0.584722222	RECOVERED VEHICLE	37.850809	-122.291042
0.75625	FRAUD	37.891059	-122.265821
0.458333333	BURGLARY - VEHICLE	37.877715	-122.309618
0	BURGLARY - VEHICLE	37.884899	-122.248467
0.371527778	DISORDERLY CONDUCT	37.878274	-122.297556
0.520833333	FRAUD	37.862927	-122.258784
0.554861111	LARCENY	37.88192	-122.269544
0.625	VANDALISM	37.869579	-122.252328
0.5	VANDALISM	37.852422	-122.278571
0.125	BURGLARY - COMMERCIAL	37.878274	-122.297556
0.924305556	DISORDERLY CONDUCT	37.855435	-122.259841
0.895833333	VANDALISM	37.84905	-122.269098
0.708333333	BURGLARY - VEHICLE	37.871306	-122.301072
0.797222222	VANDALISM	37.852379	-122.266119
0.677083333	LARCENY	37.873639	-122.27064
0.618055556	DRUG VIOLATION	37.863072	-122.260352
0.617361111	FRAUD	37.871167	-122.268285
0.895833333	BURGLARY - RESIDENTIAL	37.870396	-122.281585
0.489583333	LARCENY	37.856013	-122.240374
0.465277778	LARCENY	37.853576	-122.287202
0.46875	VANDALISM	37.877715	-122.309618
0.791666667	MOTOR VEHICLE THEFT	37.871013	-122.296366
0.659722222	FAMILY OFFENSE	37.866936	-122.296218
0.541666667	FRAUD	37.869041	-122.292204
0.875	MOTOR VEHICLE THEFT	37.884324	-122.246829
0.989583333	BURGLARY - VEHICLE	37.892804	-122.285696
0.635416667	LARCENY	37.880139	-122.2975
0.173611111	FAMILY OFFENSE	37.864827	-122.258577
0.777777778	DRUG VIOLATION	37.855048	-122.284747
0.958333333	LARCENY	37.866969	-122.26553
0.416666667	FAMILY OFFENSE	37.86602	-122.29238
0.760416667	LARCENY	37.868667	-122.313656
0.770833333	LARCENY	37.869888	-122.300618
0.645833333	BURGLARY - COMMERCIAL	37.875189	-122.294176
0.541666667	MISSING PERSON	37.881003	-122.293212
0	VANDALISM	37.858427	-122.282485
0.993055556	LARCENY	37.872467	-122.273053
0.625	LARCENY	37.867026	-122.299737
0.513888889	FRAUD	37.874095	-122.288542
0.024305556	VANDALISM	37.858427	-122.282485
0.334722222	VANDALISM	37.869057	-122.270463
0.836805556	VANDALISM	37.865772	-122.267643
0.666666667	BURGLARY - VEHICLE	37.863443	-122.256304
0.8125	MOTOR VEHICLE THEFT	37.88588	-122.253359
0.34375	LARCENY	37.861411	-122.258907
0.625	FRAUD	37.858888	-122.264137
0.513194444	LARCENY	37.88192	-122.269544
0.700694444	VANDALISM	37.858392	-122.275421
0.690972222	BURGLARY - VEHICLE	37.87963	-122.296776
0.5	BURGLARY - VEHICLE	37.864238	-122.265263
0.75	MOTOR VEHICLE THEFT	37.872545	-122.298043
0.730555556	LARCENY	37.88192	-122.269544
0.776388889	ASSAULT	37.855048	-122.284747
0.875	ASSAULT	37.849668	-122.270978
0.25	BURGLARY - RESIDENTIAL	37.873454	-122.27209
0.916666667	BURGLARY - VEHICLE	37.867317	-122.293982
0.53125	BURGLARY - VEHICLE	37.865141	-122.265441
0.416666667	VANDALISM	37.858427	-122.282485
0.333333333	FRAUD	37.891868	-122.272031
0.496527778	ROBBERY	37.880139	-122.2975
0.35625	DRUG VIOLATION	37.858291	-122.261727
0.083333333	SEX CRIME	37.883407	-122.273154
0.665972222	LARCENY	37.866919	-122.258812
0.208333333	BURGLARY - VEHICLE	37.872415	-122.280002
0.056944444	ASSAULT	37.867513	-122.26127
0.827777778	BURGLARY - RESIDENTIAL	37.866568	-122.254084
0.618055556	DRUG VIOLATION	37.863945	-122.294086
0.895833333	MOTOR VEHICLE THEFT	37.867332	-122.269909
0.6875	BURGLARY - COMMERCIAL	37.865772	-122.267643
0.729166667	BURGLARY - RESIDENTIAL	37.865535	-122.255235
0.778472222	LARCENY	37.853386	-122.263973
0.333333333	MOTOR VEHICLE THEFT	37.865875	-122.293523
0	LARCENY	37.859184	-122.289022
0.000694444	VANDALISM	37.875189	-122.294176
0.791666667	MOTOR VEHICLE THEFT	37.863126	-122.288063
0.034722222	LARCENY	37.855799	-122.252707
0.393055556	DISORDERLY CONDUCT	37.853008	-122.286877
0.375	LARCENY	37.898747	-122.266109
0.375	BURGLARY - RESIDENTIAL	37.89221	-122.28242
0.104166667	DISORDERLY CONDUCT	37.859196	-122.271633
0.046527778	NOISE VIOLATION	37.869309	-122.25434
0.979166667	MOTOR VEHICLE THEFT	37.879123	-122.301265
0.708333333	MOTOR VEHICLE THEFT	37.87644	-122.257023
0.416666667	LARCENY	37.86456	-122.269954
0.579861111	FRAUD	37.855816	-122.252371
0.541666667	VANDALISM	37.864258	-122.272202
0.75	DISORDERLY CONDUCT	37.866919	-122.258812
0.756944444	VANDALISM	37.860858	-122.290733
0.614583333	ASSAULT	37.84905	-122.269098
0.354166667	LARCENY	37.864384	-122.290696
0.878472222	BURGLARY - VEHICLE	37.861967	-122.2432
0.05625	DISORDERLY CONDUCT	37.871317	-122.286573
0.083333333	ASSAULT	37.866919	-122.258812
0.604166667	FRAUD	37.855382	-122.233901
0.771527778	DRUG VIOLATION	37.863368	-122.296922
0.604166667	LARCENY	37.871822	-122.270562
0.597222222	ASSAULT	37.869363	-122.268028
0.625	MOTOR VEHICLE THEFT	37.859539	-122.259172
0.3125	DRUG VIOLATION	37.868489	-122.26795
0	MOTOR VEHICLE THEFT	37.864535	-122.262993
0.5	BURGLARY - RESIDENTIAL	37.890705	-122.267186
0.802083333	BURGLARY - VEHICLE	37.861144	-122.298742
0.736805556	FRAUD	37.876881	-122.266666
0.423611111	BURGLARY - RESIDENTIAL	37.881602	-122.286332
0.833333333	VANDALISM	37.89345	-122.272145
0.833333333	LARCENY	37.869363	-122.268028
0.375	BURGLARY - RESIDENTIAL	37.861929	-122.276345
0.260416667	DISORDERLY CONDUCT	37.871213	-122.275266
0.947916667	BURGLARY - VEHICLE	37.891307	-122.257185
0.645833333	VANDALISM	37.865374	-122.256511
0.322916667	LARCENY	37.880227	-122.26936
0.625	BURGLARY - VEHICLE	37.863893	-122.251422
0.625	LARCENY	37.870295	-122.268146
0.625	MOTOR VEHICLE THEFT	37.881814	-122.298643
0.4375	LARCENY	37.853775	-122.291998
0.076388889	LARCENY	37.878972	-122.279365
0.504166667	LARCENY	37.868704	-122.25927
0.25	BURGLARY - VEHICLE	37.861843	-122.269644
0.767361111	BURGLARY - VEHICLE	37.868667	-122.313656
0.375	BURGLARY - VEHICLE	37.855799	-122.252707
0.388888889	LARCENY	37.869363	-122.268028
0.791666667	LARCENY	37.867863	-122.265695
0.774305556	BURGLARY - VEHICLE	37.869084	-122.299245
0.370138889	LARCENY	37.871167	-122.268285
0.729166667	LARCENY	37.853552	-122.291561
0.378472222	FRAUD	37.861653	-122.278529
0.104166667	DISORDERLY CONDUCT	37.861541	-122.251156
0.4375	BURGLARY - RESIDENTIAL	37.874251	-122.280203
0.958333333	LARCENY	37.867513	-122.26127
0.916666667	LARCENY	37.858525	-122.266906
0.557638889	FRAUD	37.853479	-122.291905
0.416666667	FRAUD	37.860159	-122.275978
0.4125	DISORDERLY CONDUCT	37.862927	-122.258784
0.416666667	RECOVERED VEHICLE	37.853201	-122.281394
0.458333333	LARCENY - FROM VEHICLE	37.885934	-122.267691
0.892361111	LARCENY	37.858483	-122.253191
0.833333333	BURGLARY - VEHICLE	37.865149	-122.256487
0.595833333	LARCENY	37.871822	-122.270562
0.458333333	DISORDERLY CONDUCT	37.858628	-122.250795
0.333333333	MOTOR VEHICLE THEFT	37.85447	-122.259671
0.208333333	BURGLARY - RESIDENTIAL	37.878238	-122.288375
0.833333333	BURGLARY - VEHICLE	37.882943	-122.279383
0.875	MOTOR VEHICLE THEFT	37.870204	-122.292581
0.724305556	ROBBERY	37.868826	-122.272364
0.015277778	DRUG VIOLATION	37.864443	-122.298895
0.916666667	VANDALISM	37.857099	-122.263785
0.020833333	BURGLARY - VEHICLE	37.863679	-122.26963
0.618055556	LARCENY	37.858483	-122.253191
0.017361111	BURGLARY - VEHICLE	37.857099	-122.263785
0.788194444	LARCENY	37.857409	-122.268473
0.333333333	LARCENY	37.865141	-122.265441
0.333333333	FRAUD	37.885206	-122.266462
0.40625	BURGLARY - VEHICLE	37.853203	-122.279642
0.496527778	DISORDERLY CONDUCT	37.84971	-122.276139
0.890972222	LIQUOR LAW VIOLATION	37.858483	-122.253191
0.875	VANDALISM	37.860225	-122.269453
0.041666667	LARCENY	37.865501	-122.269774
0.578472222	DISORDERLY CONDUCT	37.861887	-122.262292
0.972222222	LARCENY	37.866025	-122.258623
0.479166667	FRAUD	37.861144	-122.298742
0.690972222	ASSAULT	37.869057	-122.270463
0.083333333	BURGLARY - VEHICLE	37.866969	-122.26553
0.697916667	LARCENY	37.869057	-122.270463
0.75	BURGLARY - VEHICLE	37.859714	-122.286526
0.708333333	BURGLARY - COMMERCIAL	37.870652	-122.27958
0.520833333	LARCENY	37.871901	-122.268389
0.416666667	WEAPONS OFFENSE	37.857784	-122.272998
0.541666667	VANDALISM	37.863045	-122.317348
0.451388889	SEX CRIME	37.871541	-122.272737
0.625	BURGLARY - VEHICLE	37.877715	-122.309618
0.625	FRAUD	37.876881	-122.266666
0.75	DRUG VIOLATION	37.863945	-122.294086
0.59375	LARCENY	37.866724	-122.288804
0.809027778	BURGLARY - VEHICLE	37.854002	-122.248587
0.263888889	BURGLARY - VEHICLE	37.879318	-122.297876
0.520833333	LARCENY	37.869363	-122.268028
0.375	MOTOR VEHICLE THEFT	37.853576	-122.287202
0.916666667	ROBBERY	37.870471	-122.281879
0.257638889	LARCENY	37.869363	-122.268028
0.263888889	BURGLARY - VEHICLE	37.879318	-122.297876
0.8125	MOTOR VEHICLE THEFT	37.859184	-122.289022
0.46875	BURGLARY - VEHICLE	37.86331	-122.316113
0.28125	LARCENY	37.855593	-122.283039
0.981944444	DRUG VIOLATION	37.867949	-122.263693
0.333333333	BURGLARY - VEHICLE	37.879318	-122.297876
0.051388889	BURGLARY - RESIDENTIAL	37.860105	-122.261901
0.534722222	FRAUD	37.871317	-122.286573
0.472222222	LARCENY	37.879464	-122.269265
0.652777778	ASSAULT	37.867501	-122.291709
0.680555556	ASSAULT	37.88079	-122.303783
0.666666667	BURGLARY - RESIDENTIAL	37.859988	-122.253339
0.354166667	LARCENY	37.867566	-122.265948
0.899305556	VANDALISM	37.866513	-122.27474
0.385416667	BURGLARY - VEHICLE	37.880139	-122.2975
0.340972222	BURGLARY - VEHICLE	37.867157	-122.2678
0.958333333	BURGLARY - COMMERCIAL	37.891337	-122.279986
0.234027778	ROBBERY	37.868512	-122.26781
0.666666667	LARCENY	37.861571	-122.271722
0.541666667	DISORDERLY CONDUCT	37.868512	-122.26781
0.479166667	LARCENY	37.855026	-122.266475
0.302083333	DISORDERLY CONDUCT	37.873078	-122.304673
0.541666667	BURGLARY - VEHICLE	37.867513	-122.26127
0.5	BURGLARY - VEHICLE	37.877715	-122.309618
0.583333333	MOTOR VEHICLE THEFT	37.872761	-122.296919
0.875	LARCENY	37.902723	-122.269633
0.791666667	BURGLARY - COMMERCIAL	37.891214	-122.282169
0.347222222	BURGLARY - VEHICLE	37.879318	-122.297876
0.621527778	ROBBERY	37.876297	-122.27124
0.100694444	LIQUOR LAW VIOLATION	37.865121	-122.258455
0.489583333	BURGLARY - VEHICLE	37.877715	-122.309618
0.411805556	DISORDERLY CONDUCT	37.864905	-122.273434
0	VANDALISM	37.850532	-122.286089
0.75	BURGLARY - COMMERCIAL	37.891214	-122.282169
0.041666667	BURGLARY - VEHICLE	37.865748	-122.253396
0.000694444	MOTOR VEHICLE THEFT	37.852691	-122.247334
0.381944444	VANDALISM	37.865791	-122.26751
0.916666667	VANDALISM	37.902723	-122.269633
0.701388889	BURGLARY - RESIDENTIAL	37.869058	-122.270455
0.652083333	LARCENY	37.871167	-122.268285
0.336805556	BURGLARY - VEHICLE	37.867157	-122.2678
